"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"450282080048779264","450281874427244544","110866649","2014-03-30 14:43:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@theowatson @zachlieberman @artur0castro great!","","","",""
"450280614747705344","450277878584721408","52789379","2014-03-30 14:37:19 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@zachlieberman Yay ! Great news. Link to changelog 0.8.1 points to changelog 0.8.0 there : http://t.co/BeZWcuUpdN","","","","http://bit.ly/JJ7Eu0"
"449915344116002816","","","2014-03-29 14:25:51 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OCRWordpress is a little tool extracting text from a photo and sending it to a post in wordpress — http://t.co/QFC5MJzQlo #openframeworks","","","","http://bit.ly/1h5XVqV"
"449905833569439744","","","2014-03-29 13:48:04 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Starting organizing some stuff on github. First some #Processing using Unfolding Maps with @openpathscc —http://t.co/2IpxdiFe9i cc @tillnm","","","","http://bit.ly/1lcKJFZ"
"449128616866369536","448831613204725760","130261741","2014-03-27 10:19:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@LMeduc Merci pour ce lien très intéressant. J'ai le sentiment néanmoins que la France est en retard dans ce domaine ...","","","",""
"448788776907587585","448783785224843264","40197991","2014-03-26 11:49:17 +0000","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","@Enroweb Excellent! Geometry is beautiful — http://t.co/gXCTnk3Og8","","","","http://geometrydaily.tumblr.com/"
"448543589078151169","","","2014-03-25 19:34:59 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","""Je pense donc je code""sur France2 / l'apprentissage du code à l'école (aux États Unis hein pas en France) http://t.co/FYlO9tLh7I","","","","http://twitter.com/v3ga/status/448543589078151169/photo/1"
"446691449091158016","","","2014-03-20 16:55:15 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","co:de/*sign; «Where Code tangos with Design» - Conferences + workshops + exhibition @ ESAD  by @FreeArtBureau — http://t.co/2PIOjYteFd","","","","http://bit.ly/1eW02xP"
"446626099297263617","","","2014-03-20 12:35:34 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","Ligne blanche, ligne noire. @xavierjacono @sevenfive_music @samwelldesign @bureauparade #camille http://t.co/Yi3dukryS4","","","","http://twitter.com/v3ga/status/446626099297263617/photo/1"
"445849304159518720","","","2014-03-18 09:08:52 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DressCode is a tool that allows  people to create designs through graphic manipulation and textual programming — http://t.co/6495waNsRX","","","","http://bit.ly/PL9X43"
"445680555485831168","","","2014-03-17 21:58:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Coding the body"" with @REAS @ben_fry @nervous_jessica among others — http://t.co/ec4capDEY8","","","","http://apexart.org/exhibitions/buechley.php"
"444398012824322048","","","2014-03-14 09:01:57 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","http://t.co/E7xYM4CJzm - Media Mediums via @Jean_no","","","","http://bit.ly/1oSOwbe"
"444395071073681408","444240162185560065","95154284","2014-03-14 08:50:16 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@bitcraftlab @arnicas As a total Pinterest newbie, I am really proud to have made you open an account there.","","","",""
"444207838421069824","444195284529471489","27342429","2014-03-13 20:26:16 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@Jean_no J'ai toujours entendu ce terme pour des terrains de graffiti. Et aussi pour les boutons sur le visage.","","","",""
"443898277185208320","","","2014-03-12 23:56:11 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","There's something magnetic in both audio &amp; visuals in @patttten stuff / @WarpRecords  — http://t.co/7tD5w1CeFN","","","","http://bit.ly/1gr4CnY"
"443877977282347008","443877339366428673","15534921","2014-03-12 22:35:31 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@jacquesperconte Paréidolie — http://t.co/lMDqyVyKnh","","","","http://bit.ly/1frn1QD"
"443877292931289088","443877151319003138","307693219","2014-03-12 22:32:48 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@norette Merci!","","","",""
"443877109610463232","443876373065908226","15534921","2014-03-12 22:32:04 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@jacquesperconte Je vois un visage au milieu sur la première séquence. http://t.co/ih3iRRfuIH","","","","http://twitter.com/v3ga/status/443877109610463232/photo/1"
"443876138591739904","443875998862299136","307693219","2014-03-12 22:28:12 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@norette Excellent. Adding it.","","","",""
